"","V1","V2","V3","V4","V5","V6","headline","date","url","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
"2408","Coronavirus","Mundschutz","Nahverkehr","Einzelhandel","Social Distancing","Maske","yes","2020-08-26T09:11:34.567495+00:00","http://xml.zeit.de/zeit-magazin/2020-07/ohne-maske-unterwegs-coronavirus-mundschutz-berlin","Maskenpflicht","Pulli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409","Deutsche Bahn","Coronavirus","Milliardenverlust","Coronakrise",NA,NA,"no","2020-07-30T13:57:43.230743+00:00","http://xml.zeit.de/wirtschaft/unternehmen/2020-07/corona-krise-deutsche-bahn-milliardenverlust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2410","Coronavirus","Bundesagentur fÃ¼r Arbeit","Arbeitslosenzahl","Kurzarbeit","Coronakrise","Deutschland","yes","2020-07-30T13:56:50.368670+00:00","http://xml.zeit.de/wirtschaft/2020-07/bundesagentur-fuer-arbeit-arbeitslosigkeit-kurzarbeit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2411","Coronavirus","Volkswirtschaft","Konjunkturdaten","Rezession","Ifo-Institut","Deutschland","yes","2020-07-30T08:05:45.933507+00:00","http://xml.zeit.de/wirtschaft/2020-07/deutsche-konjunktur-bricht-um-10-1-prozent-ein","Europa","Destatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2412","Deutsche Bahn","Coronavirus","Klaus-Dieter Hommel","Eisenbahngewerkschaft","EVG","Infektionswelle","no","2020-07-30T13:50:14.978606+00:00","http://xml.zeit.de/mobilitaet/2020-07/deutsche-bahn-gewerkschaft-evg-coronavirus-infektionswelle","Milliardenverlust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2413","Coronavirus","Energiewirtschaft","Stromverbrauch","Erneuerbare Energien","BDEW","Coronakrise","yes","2020-07-30T14:20:01.398846+00:00","http://xml.zeit.de/wissen/umwelt/2020-07/energiewirtschaft-stromverbrauch-senkung-coronavirus-bdew","Kilowattstunde","Krise","Wirtschaftslage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2414","Pandemie","Coronavirus","DEHOGA","Polizei","Hotel- und GaststÃ¤ttenverband","GÃ¤steliste","yes","2020-07-30T11:46:24.973440+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/corona-pandemie-dehoga-restaurant-gaestelisten-polizei-regeln","FDP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","Coronavirus","Wirtschaftskrise","Rettungspaket","Grundeinkommen","Bundesregierung","Sozialpolitik","no","2020-07-30T05:56:11.912257+00:00","http://xml.zeit.de/politik/ausland/2020-07/globales-grundeinkommen-corona-wirtschaftskrise-sozialpolitik-undp-5vor8","Olaf Scholz","UNDP","International Rescue Committee","Gray Molina","Deutschland","FlÃ¼chtlinge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416","Coronavirus","Flughafen","Jens Spahn","Risikogebiet","Pflichttest","Polizei","no","2020-07-30T08:02:11.549270+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/coronavirus-pflichttest-reisende-zwang-gewerkschaft-der-polizei","Deutschland","Nordrhein-Westfalen","KÃ¶ln","DÃ¼sseldorf","Bonn","Dortmund","FDP","Flughafen KÃ¶ln/Bonn","Zwang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","Deutsche Bahn","Coronavirus","Teamarbeit","Arbeitskollege","Schienenverkehr","Gesundheitsschutz","yes","2020-08-20T02:31:02.880771+00:00","http://xml.zeit.de/2020/32/zugteam-ice-593-deutsche-bahn-luft-hygiene","Arbeitsbedingung","Pendler","HygienemaÃŸnahme","Zugfahrt","Coronakrise","ICE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2418","Coronavirus","Pandemie","Infektion","Reisen","Tourismus","RKI","yes","2020-08-26T08:54:33.322758+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/corona-pandemie-reisen-reiserueckkehrer-risikogebiete-infektionszahlen-zweite-welle","Deutschland","Neuinfektion","Ausbruch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2419","Corona Warn-App","Coronavirus","App","Smartphone","Gesundheitsschutz","Pandemie","yes","2020-07-29T16:32:36.879583+00:00","http://xml.zeit.de/digital/2020-07/corona-warn-app-technische-probleme-vertrauensverlust-gesundheitsschutz-corona-eindaemmung","Covid-19","EindÃ¤mmung","Apple","Android","Apple iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2420","EuropÃ¤ische Union","Europa","SolidaritÃ¤t","YouGov","Studie","Coronavirus","no","2020-07-29T16:27:06.235514+00:00","http://xml.zeit.de/politik/ausland/2020-07/europaeische-identitaet-corona-krise-solidaritaet-studie-yougov-umfrage-zusammenhalt","Wirtschaftskrise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421","Coronavirus","Reisen","Flughafen","Gesundheitssystem","Bundesregierung",NA,"yes","2020-07-29T15:47:13.532256+00:00","http://xml.zeit.de/politik/deutschland/2020-07/reiserueckkehrer-corona-test-kostenfrei-krankenversicherung-bundesregierung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2422","Mekka","Saudi-Arabien","Pandemie","Coronavirus","Wallfahrt","Islam","yes","2020-07-29T15:11:31.118327+00:00","http://xml.zeit.de/gesellschaft/2020-07/corona-pandemie-mekka-hadsch-islam-pilgerfahrt-strenge-auflagen","Pilgerfahrt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2423","Coronavirus","Wirtschaftskrise","Rettungspaket","EU-Gipfel","EuropÃ¤isches Parlament","Korruption","yes","2020-07-29T15:07:10.821360+00:00","http://xml.zeit.de/politik/ausland/2020-07/daniel-caspary-corona-krise-eu-rettungspaket-rechtsstaatlichkeit-polen-ungarn","Ungarn","Polen","Rechtsstaat","Rechtsstaatlichkeit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2424","Zirkus","ThÃ¼ringen","Coronavirus","Wirtschaftskrise","Tierschutz","Elefant","no","2020-08-20T02:30:53.787472+00:00","http://xml.zeit.de/2020/32/zirkus-tierschutz-auffuehrungen-wildtiere-elefanten","Hardy Weisheit","Klaus Pietsch","Deutschland","Monte Carlo","Starkenberg","Elefantenreservat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2425","Coronavirus","Jens Spahn","Markus SÃ¶der","Deutschland","Ischgl","Corona","no","2020-07-29T14:54:15.073358+00:00","http://xml.zeit.de/2020/32/coronavirus-testpflicht-reiserueckkehrer-risikogebiete","Risikogebiet","Virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2426","Coronavirus","Mekka","Pilgerfahrt","Social Distancing","Wirecard","Olaf Scholz","2020-07-29T14:54:14.305131+00:00","yes","http://xml.zeit.de/politik/2020-07/pilgerfahrt-mekka-hadsch-corona-krise-abstandsregeln-nachrichtenpodcast","Peter Altmaier","Maskenpflicht",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427","Coronavirus","Wirtschaftskrise","Finanzkrise","Bundeskabinett","Europa","Deutschland","yes","2020-07-29T15:13:00.499537+00:00","http://xml.zeit.de/wirtschaft/2020-07/bundeskabinett-corona-wirtschaftskrise-finanzsektor-bankenrettung-gesetzesentwurf","Risikovorsorge","Bankenpleite","Kapitalstock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428","Coronavirus","Mundschutz","Kommunikation","Sprache","Soziologie","Psychologie","yes","2020-07-30T08:26:52.401366+00:00","http://xml.zeit.de/wissen/2020-07/mundschutz-mimik-verhaltensforschung-kommunikation-empathie","Empathie","Maskenpflicht","Mimik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429","Coronavirus","Infektion","App","Smartphone","Bundesregierung","Technologie","yes","2020-07-29T13:45:35.998785+00:00","http://xml.zeit.de/digital/mobil/2020-07/covid-19-corona-warn-app-fehler-smartphone-android-ios","Android","Apple iOS","Fehlermeldung","Hintergrundaktualisierung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430","Covid-19","Coronavirus","Yokohama","Japan","QuarantÃ¤ne","Kreuzfahrtschiff","no","2020-07-29T11:13:59.854072+00:00","http://xml.zeit.de/gesellschaft/2020-07/diamond-princess-kreuzfahrtschiff-corona-ausbruch-einzelner-infizierter-ausloeser","Schiff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2431","Coronavirus","AOK","Beatmung","Sterberisiko","Covid-19","Sterberate","yes","2020-07-29T13:15:23.357726+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/corona-studie-krankenhaus-patienten-beatmet-verstorben-sterblichkeit","Deutschland","TU Berlin","The Lancet","Sterblichkeit","Erkrankte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432","Arbeitsbedingung","Arbeitsrecht","Gastarbeiter","Coronakrise","Fleischindustrie","Werkvertrag","yes","2020-07-29T12:45:11.762215+00:00","http://xml.zeit.de/politik/deutschland/2020-07/fleischindustrie-verbot-werkvertraege-bundesregierung-gesetz-arbeitsverhaeltnis-corona","Covid-19","Coronavirus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2433","USA","Coronavirus","Pandemie","Donald Trump","Malariamittel","Coronakrise","no","2020-07-29T08:17:10.890814+00:00","http://xml.zeit.de/politik/ausland/2020-07/malariamittel-hydroxychloroquin-donald-trump-corona-usa-nicht-wirksam","Stella Immanuel","Donald Trump Jr.","FDA","Twitter","VerschwÃ¶rungstheorie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434","Coronavirus","Alkohol","Sucht","Alkoholismus","Ausnahmezustand","Psychologie","no","2020-07-29T08:42:20.266475+00:00","http://xml.zeit.de/gesellschaft/2020-07/alkoholismus-corona-krise-sucht-anonyme-alkoholiker-psychologische-probleme","RÃ¼ckfall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2435","Corona","Deutschland","RKI","Coronavirus","Neuinfektion","Todesfall","no","2020-07-29T05:20:28.349723+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/coronavirus-robert-koch-institut-neuinfektionen-reproduktionszahl-deutschland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436","Homeoffice","Arbeitsplatz","Arbeitsbedingung","Digitalisierung","Chef","Coronavirus","yes","2020-07-29T04:18:36.025944+00:00","http://xml.zeit.de/arbeit/2020-07/arbeiten-corona-homeoffice-buero-digitalisierung-praesenzkultur-werner-eichhorst","Unternehmen","PrÃ¤senzkultur","FÃ¼hrungsstil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2437","Jugendliche","Computerspiel","Games","Coronavirus","Computer","Drogen","no","2020-07-29T12:11:24.332655+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/covid-19-jugendliche-computerspiele-studie-mediensucht","Bildschirmzeit","Kinder","Computernutzung","Tablet","Smartphonenutzung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2438","GeflÃ¼chtete","Malta","BMG","Coronavirus","Seenot","Aufnahmeeinrichtung","yes","2020-07-28T20:55:10.822575+00:00","http://xml.zeit.de/gesellschaft/2020-07/malta-coronavirus-test-gefluechtete-boot","Infizierte","BootsflÃ¼chtling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2439","Coronavirus","FuÃŸball-Bundesliga","Stadion","DFL","DFB","Dietmar Hopp","no","2020-07-28T18:36:09.659695+00:00","http://xml.zeit.de/sport/2020-07/fussball-bundesliga-coronavirus-zuschauer-stadion-sicherheitskonzept",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2440","Coronavirus","Diskothek","Kulturbetrieb","Musik","Social Distancing","Clubszene","no","2020-08-13T02:30:44.434085+00:00","http://xml.zeit.de/2020/31/autodisco-dj-musik-auflegen-coronavirus","Autodisco","Auto","Kontaktsperre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2441","Coronavirus","Pandemie","RKI","Infektion","Epidemie","Infektionswelle","yes","2020-07-30T08:08:44.244599+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/corona-fallzahlen-rki-reproduktionszahl-neuinfektionen-zweite-welle","Virus","Covid-19","Fallzahl","Maskenpflicht","Infektionskette","Infektionszahl","Gesundheitsamt","Lothar Wieler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2442","Polen","Litauen","Ukraine","Jacek Czaputowicz","Nato","EuropÃ¤ische Union","no","2020-07-28T18:22:15.844354+00:00","http://xml.zeit.de/politik/ausland/2020-07/lubliner-dreieck-polen-litauen-ukraine-engere-zusammenarbeit-eu-nato","Linas Linkevicius","Coronavirus","Russland","Lublin","Zusammenarbeit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443","Coronavirus","Bayern","Reisen","Einreise","Covid-19","Coronaregel","no","2020-07-28T18:02:52.356092+00:00","http://xml.zeit.de/gesellschaft/2020-07/corona-bestimmungen-bayern-beherbergungsverbot-aufgehoben-gerichtsurteil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2444","Donald Trump Jr.","Twitter","Hydroxychloroquin","Falschinformation","Coronavirus","Donald Trump","Politik Ausland","2020-07-28T15:32:23.661190+00:00","http://xml.zeit.de/politik/ausland/2020-07/donald-trump-junior-twitter-account-sperrung-falschinformation-hydroxychloroquin-corona","Fake-News","Facebook","Donald Trump Junior","Samuel Corum","Andrew Surabian","Stella Immanuel","Account","Desinformation","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2445","Coronavirus","Reisen","Coronatest","Testpflicht","Jens Spahn","RKI","no","2020-07-28T18:36:40.378700+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-07/corona-testpflicht-rechtliche-grundlage-umsetzung-reiserueckkehrer-risikogebiete-faq","Gesundheitsschutz","BMG","Risikogebiet","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2446","Pandemie","Coronavirus","Einzelhandel","Gastronomie","Tourismus","BundeslÃ¤nder","no","yes","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-05/corona-schutzmassnahmen-lockdown-lockerungen-bundeslaender","LockerungsmaÃŸnahme","SperrmaÃŸnahme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2447","Coronavirus","Coronatest","Testpflicht","Jens Spahn","Karl Lauterbach","Mecklenburg-Vorpommern","no","2020-07-28T14:56:03.941352+00:00","http://xml.zeit.de/entdecken/reisen/2020-07/corona-pandemie-reiserueckkehrer-corona-testpflicht-nicht-risikogebiete-karl-lauterbach","QuarantÃ¤ne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2448","Coronavirus","Homeoffice","Schweiz","Alpen","CO2","Klimaschutz","no","2020-07-28T14:57:08.068162+00:00","http://xml.zeit.de/2020/31/homeoffice-schweiz-alpen-klimawandel","Klimawandel","Paul Schneeberger","Berggebiet","Zweitwohnung","Mittelland","Sommer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2449","Coronavirus","Social Distancing","Literatur","Homo sapiens","Anthropologie","Soziologie","yes","2020-07-29T12:32:09.702508+00:00","http://xml.zeit.de/2020/31/social-distancing-mensch-werden-michael-tomasello-zusammen-leben-remo-largo","Zusammenarbeit","Michael Tomasello","Remo Largo","Kompott","Abstandhalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2450","Coronavirus","Pandemie","Reisen","Flughafen","Gesundheitssystem","EU-BÃ¼rger","yes","2020-07-28T13:23:17.334442+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-07/zweite-corona-welle-urlaubslaender-oesterreich-grossbritannien-spanien-frankreich-griechenland","Deutschland","Maskenpflicht",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2451","Virusausbruch","Coronavirus","Reisen","Schleswig-Holstein","Rheinland-Pfalz","Dingolfing-Landau","no","2020-07-28T11:47:59.072045+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-07/corona-reisebeschraenkung-dingolfing-landau-bayern-ausbruch-mamming","Epidemie","Mecklenburg-Vorpommern","Landkreis Dingolfing-Landau","Armin Weigel","EinreisebeschrÃ¤nkung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2452","Emotion","Psychologie","Soziologie","Gesundheit","Kommunikation","Coronavirus","yes","2020-07-28T15:08:23.124638+00:00","http://xml.zeit.de/campus/2020-07/weinen-corona-krise-befreiende-wirkung-psychologie-selbstliebe","Familienleben",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2453","Coronavirus","Reisen","Flughafen","Gesundheitssystem","Jens Spahn","Bayern","yes","2020-07-28T10:27:36.527671+00:00","http://xml.zeit.de/politik/deutschland/2020-07/corona-testpflicht-flughafen-effektivitaet-nutzen-infektionsschutz-sicherheitsgewinn","CDU","Sicherheitsgewinn","VerantwortungsgefÃ¼hl","Zwang","Pflichttest","Risikogebiet","Krise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2454","RKI","Coronavirus","Pandemie","Infektion","Reisen","Flughafen","Wissen Gesundheit","2020-07-28T05:21:35.761359+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/coronavirus-robert-koch-institut-rki-fallzahlen-reproduktionzahl-deutschland","Christof Stache","Deutschland","Munich","Germany","Getty Images","Reproduktionsrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2455","Coronavirus","Wirtschaftskrise","Arbeitsamt","Bundesagentur fÃ¼r Arbeit","Hartz IV","Arbeitslosigkeit","no","2020-08-26T09:23:01.123479+00:00","http://xml.zeit.de/arbeit/2020-07/jobcenter-verwaltung-antraege-corona-krise","Homeoffice","Jonas Meironke","Thore Meier","Berlin-Lichtenberg","Lichtenberg","Meironke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456","AuswÃ¤rtiges Amt","Coronavirus","Reisen","Barcelona","Katalonien","Spanien","no","2020-07-28T09:23:52.309511+00:00","http://xml.zeit.de/entdecken/reisen/2020-07/coronavirus-spanien-auswaertiges-amt-risikogebiet-barcelona-katalonien-reisen","Tourismus","Antoni Gaudi","Mickie Krause","Spain","AragÃ³n","Reuters","Infektionszahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
