"","V1","V2","V3","V4","V5","V6","headline","date","url","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
"51","Autismus","Coronavirus","Schach","Lockdown","Routine","KontaktbeschrÃ¤nkung","yes","2020-12-29T15:06:23.178826+00:00","http://xml.zeit.de/zett/politik/2020-12/autismus-corona-pandemie-lockdown-routine-asperger-syndrom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Jens Spahn","Frank Ulrich Montgomery","Corona-Impfung","Coronavirus",NA,NA,"Politik Deutschland","2020-12-28T11:48:31.122385+00:00","http://xml.zeit.de/politik/deutschland/2020-12/corona-impfung-jens-spahn-privilegien-geimpfte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","China","Journalismus","Pressefreiheit","Coronavirus","Haftstrafe",NA,"Politik Ausland","2020-12-28T07:08:35.889226+00:00","http://xml.zeit.de/politik/ausland/2020-12/china-journalistin-haftstrafe-coronavirus-berichte-wuhan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Coronavirus","Social Distancing","Psyche","Klimawandel","Arbeitslosigkeit","VerschwÃ¶rungstheorie","yes","2021-01-06T08:08:54.939488+00:00","http://xml.zeit.de/campus/2020-12/junge-menschen-corona-krise-prioritaet-politik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Coronavirus","Schule","Digitalisierung","Pandemie","Bildung","Maja Dammann","no","2021-01-04T13:54:10.023042+00:00","http://xml.zeit.de/arbeit/2020-12/schulleitung-corona-krise-coaching-digitalisierung-buerokratie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Coronavirus","RKI","Neuinfektion","Gesundheitsamt",NA,NA,"Wissen Gesundheit","2020-12-28T00:21:26.491188+00:00","http://xml.zeit.de/wissen/gesundheit/2020-12/coronavirus-neuinfektionen-rki-gesundheitsaemter-27-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","USA","Konjunkturpaket","Donald Trump","Wirtschaftskrise","Arbeitslosigkeit","Coronavirus","yes","2020-12-28T09:50:18.934220+00:00","http://xml.zeit.de/politik/ausland/2020-12/usa-donald-trump-corona-konjunkturpaket-unterschrift-arbeitslosenhilfen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Impfstoff","Coronavirus","Pandemie","Christian Lindner","Manuela Schwesig","Markus SÃ¶der","yes","2020-12-28T07:55:53.034749+00:00","http://xml.zeit.de/politik/deutschland/2020-12/coronavirus-impfstoff-produktion-fdp-christian-lindner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Coronavirus","Pandemie","Theologie","Religion","Europa","Wolfgang Palaver","Kultur;KulturUndGesellschaft;ChristundWelt;Instagram","2020-12-22T15:44:56.036672+00:00","http://xml.zeit.de/2020/54/wolfgang-palaver-corona-krise-tod-religion-glaube-theologie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Coronavirus","Pandemie","Berichterstattung","Journalismus","RKI","Zeit Online","Wissen Gesundheit;PCN","2020-12-27T17:47:17.930645+00:00","http://xml.zeit.de/wissen/gesundheit/2020-12/covid-19-zeit-online-corona-berichterstattung-jahresrueckblick-2020-medien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Karolina Ernst","Alexandra Beier","Plattling","Germany","Coronavirus","Impfstart","Wissen;Wissen Gesundheit","2020-12-27T16:54:34.073043+00:00","http://xml.zeit.de/wissen/2020-12/coronavirus-impfung-biontech-probleme-kuehlkette-bayern","KÃ¼hlkette","Covid - 19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Coronavirus","Journalismus","Berichterstattung","Pandemie","Naturkatastrophe","Fotografie","yes","2020-12-27T16:45:38.978873+00:00","http://xml.zeit.de/kultur/2020-12/pandemie-coronavirus-bilder-erzaehlung-krise","Streaming","Computerspiel","Intensivbetten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Coronavirus","Gesundheit","Psychologie","Soziologie","Psyche","Lockdown","yes","2021-01-04T07:31:04.771029+00:00","http://xml.zeit.de/wissen/2020-12/resilienz-corona-krise-pandemie-lockdown-psychologie-psyche",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Coronavirus","Gesundheit","Pandemie","Achtsamkeit","Psychologie","Resilienz","yes","2020-12-27T15:13:17.631033+00:00","http://xml.zeit.de/wissen/2020-12/resilienz-corona-krise-gesundheit-solidaritaet-engagement-gesellschaft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Coronavirus","Gesundheitssystem","Impfung","Impfstoff","Europa","Ursula von der Leyen","yes","2020-12-27T15:29:58.648732+00:00","http://xml.zeit.de/wissen/gesundheit/2020-12/corona-impfungen-europa-impfaktion-eu-kommission-ursula-von-der-leyen","Impfaktion","EU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Coronavirus","Weihnachten","Streaming","Amazon","Netflix","Fernsehserie","Daniel Gerhardt;Francesco Giammarco;Lili Hering;David Hugendick;Carolin StrÃ¶bele;Lars Weisbrod","no","http://xml.zeit.de/kultur/film/2020-12/fernsehserien-2020-corona-krise-streaming-netflix-amazon-prime-starzplay","Daisy Edgar-Jones","Lenny Abrahamson","Hettie Macdonald","Sally Rooney","Daniel Gerhardt","Anya Taylor-Joy","Beth Harmon","Ulrich Hanisch","Marielle Heller","Wenke Husmann","Zach Grenier","Alex Garland","Lars Weisbrod","Michael Jordan","Michaela Coel","Nick Hornby","Dublin","Babylon","Berlin","Russland","Silicon Valley","Champions League","CIA","Mad Men","High Fidelity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Coronavirus","Tourismus","Schweiz","Wintersport","Reisen","Intensivstation","yes","yes","http://xml.zeit.de/2020/54/skisaison-schweiz-coronavirus-gesundheitssystem-ueberlastung-intensivbetten","Lockdown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Immobilienmarkt","Infrastruktur","Schule","Home Office","Coronavirus","Stadtflucht","yes","2021-01-05T07:21:02.093179+00:00","http://xml.zeit.de/wirtschaft/2020-12/stadtflucht-corona-pandemie-landleben-infrastruktur-verkehrsanbindung-schule","Verkehrsanbindung","Dorf","Familie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Mareen Fischinger","Martin Schutt","Sandra Rodriguez","Chandan Khanna","Michael Heck","Jakob Simmank","yes","2020-12-29T14:26:20.803352+00:00","http://xml.zeit.de/wissen/gesundheit/2020-12/corona-pandemie-impfung-kinder-zulassung-impfstoff-sinnvoll","Linda Fischer","Valentin Peter","Julian Stahnke","Jakob BÃ¶rner","Paul Blickle","Corinna SchÃ¶ps","Fred Zepp","Martin Terhardt","Europa","Deutschland","America","Hollywood","California","Miami","USA","Florida","RCA","Getty Images","RKI","EU","Weihnachten","Impfstoff","Impfung","Pharmaunternehmen","Corona-Impfung","Virus","Coronavirus","Pfizer","Eltern","Gesundheitssystem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Brasilien","Amazonas","Coronavirus","Itacoara-Mirim","Indigenengebiet","Dorfbewohner","yes","2021-01-05T07:58:25.786750+00:00","http://xml.zeit.de/politik/ausland/2020-12/brasilien-dorf-amazonas-indigene-bevoelkerung-jahresrueckblick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Christian Marquardt","Immo Kramer","Karsten Fischer","Jens Spahn","Anja Karliczek","Frank-Walter Steinmeier","yes","2020-12-27T12:59:41.208907+00:00","http://xml.zeit.de/politik/deutschland/2020-12/coronavirus-impfstart-deutschland-jens-spahn-anja-karliczek-heiko-maas","Deutschland","Berlin","Germany","Halberstadt","Sachsen-Anhalt","Getty Images","Landkreis Harz","MDR","CDU","RKI","SPD","Rheinische Post","Bild am Sonntag","Impfstart","Coronavirus","NormalitÃ¤t","Impfung","Seniorenheim","Impfstoff","Covid - 19","Virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Coronavirus","Neuinfektion","RKI","Hannover","Berlin","Hamburg","yes","2020-12-27T13:27:37.964823+00:00","http://xml.zeit.de/wissen/gesundheit/2020-12/coronavirus-neuinfektionen-rki-gesundheitsaemter-26-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Coronavirus","Pandemie","Afrika","SÃ¼dafrika","Freihandelszone","Weltbank","yes","2020-12-27T08:32:33.407730+00:00","http://xml.zeit.de/politik/ausland/2020-12/afcfta-abkommen-afrikanische-freihandelszone-armut-corona-weltbank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Coronavirus","USA","Konjunkturpaket","Joe Biden","Donald Trump","Washington","yes","2020-12-29T03:50:41.733730+00:00","http://xml.zeit.de/politik/ausland/2020-12/donald-trump-usa-blockade-hilfspaket-joe-biden-shutdown-arbeitslosengeld","Melania Trump","First Lady",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Coronavirus","Pandemie","Impfung","Impfzentrum",NA,NA,"RenÃ© Engmann;Karsten Polke-Majewski;Corinna SchÃ¶ps;Julian Stahnke;Julius TrÃ¶ger;Sascha Venohr","yes","http://xml.zeit.de/wissen/gesundheit/2020-12/corona-impfzentrum-deutschland-aktuell-impfung-karte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Coronavirus","Pandemie","Hilfsorganisation","Hungersnot","Triage",NA,"no","2020-12-27T15:13:19.401095+00:00","http://xml.zeit.de/gesellschaft/2020-12/triage-humanitaere-hilfe-corona-krise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Liberalismus","Zeitgeist","Staatskontrolle","Freiheitskampf","Pandemie","Coronavirus","Instagram;Z+ Schwede;Politik Deutschland;Z+ Archiv","2020-12-22T15:44:38.027585+00:00","http://xml.zeit.de/2020/54/freiheitsidee-sicherheit-2020-corona-privatsphaere-staatskontrolle","Krisenmanagement","Sicherheitslage","PlÃ¤doyer","Augenblick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Coronavirus","Impfstoff","Impfung","Pfizer","Altenpflege","Halberstadt","yes","2020-12-27T08:12:07.323522+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-12/coronavirus-erste-impfungen-impfstoff-halberstadt","BioNTech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Mode","Archiv","Bibliothek","Coronavirus","Norwegen","Design","zeit-magazin mode-design;PCN","2020-12-07T07:35:15.443279+00:00","http://xml.zeit.de/zeit-magazin/2020/51/elise-by-olsen-modeindustrie-modearchiv-design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Coronavirus","Pandemie","Infektion","Tschechien","Weihnachten","Ausgangssperre","yes","2020-12-27T08:15:37.800018+00:00","http://xml.zeit.de/politik/ausland/2020-12/corona-pandemie-tschechien-lockdown-polen","Lockdown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Coronavirus","Depression","Leistungssport","Olympische Spiele","ADHS","Boxsport","yes","2020-12-31T09:56:49.938904+00:00","http://xml.zeit.de/sport/2020-12/sarah-scheurich-boxerin-corona-depression","Olympia","Sarah Scheurich","Ã–sterreich","CharitÃ©","Deutscher Boxsport-Verband","Erkrankung","Trainingslager","Konflikt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","SÃ¤ugetier","Evolution","Coronavirus","Pandemie","Ratten",NA,"zeit-magazin leben;PCN","2020-12-22T15:45:21.011065+00:00","http://xml.zeit.de/zeit-magazin/2020/54/ratten-corona-pandemie-evolution-naturkolumne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Coronavirus","Impfung","EuropÃ¤ische Union","Impfstoff","Jens Spahn","Pfizer","Politik Deutschland","2020-12-26T12:53:28.183097+00:00","http://xml.zeit.de/politik/deutschland/2020-12/corona-impfstart-reaktionen-kritik-opposition-patientenverbaende","BioNTech","Impfkampagne","Patientenschutz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Belarus","Coronavirus","GefÃ¤ngnis","Menschenrechte","Alexander Lukaschenko","HÃ¤ftlinge","yes","2020-12-26T14:27:19.931152+00:00","http://xml.zeit.de/politik/ausland/2020-12/belarus-coronavirus-gefaengnis-regierungsgegner-menschenrechte-aktivismus","Opposition","Hygiene","Aktivismus","Covid - 19","Polizeigewalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Coronavirus","Impfung","Jens Spahn","Impfstoff","Logistik","Christian Lindner","yes","2020-12-26T11:30:36.576855+00:00","http://xml.zeit.de/politik/deutschland/2020-12/coronavirus-impfungen-staedtetag-jens-spahn-christian-lindner","Impfdosis","Deutscher StÃ¤dtetag","Impfstart","Covid - 19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Boris Johnson","Michael Heck","Harro Albrecht","Ulrich Bahnsen","Corinna SchÃ¶ps","Frankreich","yes","2020-12-26T09:55:43.295446+00:00","http://xml.zeit.de/wissen/gesundheit/2020-12/covid-19-coronavirus-mutation-frankreich-grossbritannien","GroÃŸbritannien","Tours","Europa","Deutschland","Coronavirus","Mutation","Virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Coronavirus","Pandemie","RKI","Neuinfektion","Feiertag","Reproduktionszahl","Wissen Gesundheit","2020-12-26T00:24:43.504666+00:00","http://xml.zeit.de/wissen/gesundheit/2020-12/coronavirus-neuinfektionen-rki-gesundheitsaemter-feiertage-weihnachten","Inzidenz","Gesundheitsamt","Weihnachstag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Homeschooling","Schule","PrÃ¼fungen","Pandemie","Coronavirus","Unterricht","yes","2020-12-26T08:35:54.247850+00:00","http://xml.zeit.de/politik/deutschland/2020-12/corona-lockdown-lehrer-gewerkschaft-pruefungen-wechselunterricht-forderung","Lehrergewerkschaft","GEW","Bildungsverband","Heimunterricht","Wechselunterricht","Verzicht","Ferienende","Lockdown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Coronavirus","Neurologie","Depression","Psyche","Hirnforschung","Konzentration","yes","2020-12-29T14:08:27.844497+00:00","http://xml.zeit.de/wissen/gesundheit/2020-12/corona-langzeitfolgen-psyche-depression-konzentration-neurologie","Psychologie","SpÃ¤tfolge","Nervensystem","Langzeitfolge","Niedergeschlagenheit","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Apps","Entspannung","Achtsamkeit","Fitness","Gesundheit","Besinnung","yes","2021-01-07T09:03:31.495672+00:00","http://xml.zeit.de/digital/2020-06/meditations-apps-entspannung-headspace-buddhify-calm-test-achtsamkeit-smartphone","Coronavirus","Meditation","Buddhify",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","USA","Krankenhaus","Coronavirus","Donald Trump","Impfung","Weihnachten","no","2020-12-25T15:36:04.413557+00:00","http://xml.zeit.de/politik/ausland/2020-12/usa-krankenschwester-corona-pandemie-impfung-krankenhaus-donald-trump","Pandemie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Kirche","Coronavirus","AHA - Regeln","Gottesdienst","Christmette",NA,"no","2020-12-25T14:35:41.626523+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-12/open-air-gottesdienst-christmette-weihnachten-hamburg-corona-pandemie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Coronavirus","Katholische Kirche","Weihnachten","Impfstoff","Papst Franziskus",NA,"Gesellschaft Zeitgeschehen","2020-12-25T13:27:28.012884+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-12/weihnachtsbotschaft-papst-franziskus-coronavirus-impfstoff-verteilung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Coronavirus","Fake-News","kÃ¼nstliche Intelligenz","Software","Kommunikation","Sprache","yes","2020-12-28T07:34:08.135405+00:00","http://xml.zeit.de/2020/54/kuenstliche-intelligenz-gpt-3-sprachgenerator-computerprogramm","Christoph DrÃ¶sser","David Chalmers","Claude Shannon","Miles Brundage","Sarah Kreps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Pandemie","JahresrÃ¼ckblick","Coronavirus","Weihnachten","Europa","Wissenschaft","PCN","2020-12-22T15:44:58.594564+00:00","http://xml.zeit.de/2020/54/weihnachten-corona-krise-2020-weihnachtsfest-kontaktbeschraenkung-dankbarkeit","Todesfall","PandemiebekÃ¤mpfung","DÃ¤mon","Querdenken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Impfung","Coronavirus","YouGov","Meinungsforschung",NA,NA,"Politik Deutschland","2020-12-25T07:19:58.271466+00:00","http://xml.zeit.de/politik/deutschland/2020-12/yougov-umfrage-impfung-corona-zwei-drittel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Maskenpflicht","Impfung","Coronavirus","Angela Merkel","Emmanuel Macron","Frankreich","yes","2020-12-25T06:22:24.047077+00:00","http://xml.zeit.de/politik/2020-12/corona-politik-deutschland-frankreich-massnahmen-lockdown-infektionszahlen","Neuinfektion","Krisenmanagement","Europa","Lockdown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Coronavirus","Neuinfektion","RKI","Weihnachten","Feiertag","Gesundheitsamt","yes","2020-12-25T09:52:53.414668+00:00","http://xml.zeit.de/wissen/gesundheit/2020-12/coronavirus-neuinfektionen-gesundheitsaemter-rki-feiertage-heiligabend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","USA","Donald Trump","US-Kongress","Nancy Pelosi","Coronavirus","Wirtschaftskrise","yes","2020-12-25T09:58:55.117278+00:00","http://xml.zeit.de/politik/ausland/2020-12/usa-coronavirus-hilfspaket-kongress-donald-trump-neuer-streit","Arbeitslosigkeit","Armut","Hilfspaket",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Demokratie","Coronavirus","Angela Merkel","Europa","Bundestagswahl","Lockdown","yes","2021-01-06T07:50:08.213728+00:00","http://xml.zeit.de/politik/2020-12/corona-krise-2020-soziale-kontakte-demokratie-europa-politik","Naturschutz","USA","Covid - 19","Auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
